text,label
operate profit month period increase EUR3 .1 m net sale increase EUR61 .5 m compare corresponding period 2007,1
operate profit month period increase EUR1 .2 m revenue increase EUR20 .2 m compare corresponding period 2005,1
"brazilian unit finnish security solution provider F Secure sign 1,500 new client year online news source Reseller Web quote division commercial director Vladimir Brand+_o say",1
company net profit rise 11.4 year 82.2 million euro 2005 sale 686.5 million euro 13.8 year company say early,1
lithuanian beer market 14.41 million liter January rise 0.8 percent year early figure Lithuanian Brewers Association report cite result member,1
"vike Line cargo revenue increase 5.4 EUR 21.46 mn cargo volume increase 2.4 70,116 cargo unit",1
"fair value property portfolio double result Kapiteeli acquisition total EUR 2,686.2 1,259.7 million",1
10 February 2011 finnish medium company Sanoma Oyj HEL SAA1V say yesterday 2010 net profit triple EUR297 .3 m EUR107 .1 m 2009 announce proposal raise payout,1
helsinki ELIiV today report EPS EUR1 .13 2009 increase EPS EUR1 .12 2008,1
Aspo Plc STOCK EXCHANGE RELEASE February 11 2011 at8 .45 a.m. ESL Shipping Ltd Aspo Group sign new long term contract Rautaruukki Corporation marine transport raw material Baltic Sea,1
Commission income increase 22 EUR 4.4 mn lending volume rise 13.5,1
January traffic measure revenue passenger kilometre RPK go 3.2 capacity measure available seat kilometre ASK rise 12.2,1
January September 2010 Fiskars net profit go 14 year year EUR 65.4 million net sale EUR 525.3 million EUR 487.7 million,1
net income life insurance rise EUR 16.5 mn EUR 14.0 mn net income non life insurance EUR 22.6 mn EUR 15.2 mn 2009,1
"Nyrstar agree supply Talvivaara 150,000 tonne sulphuric acid annum use Talvivaara leach process period supply zinc concentrate",1
sale Department Store Division Hobby Hall increase 7 sale clothing store subsidiary Seppala decrease 4,1
sale rise export market,1
sale increase grow market rate increase operation,1
agreement strengthen long term partnership Nokia Siemens Networks,1
agreement sign Biohit Healthcare Ltd UK base subsidiary Biohit Oyj finnish public company develop manufacture market liquid handling product diagnostic test system,1
company estimate carry investment lead increase net sale 2010 2009 reach EUR 141.7 million,1
company order book stand 1.5 bln euro $ 2.2 bln September 30 2007 24.2 pct year international order amount 365 mln euro $ 534.3 mln,1
company say paper demand increase main market include publication paper increase average paper price 4 percent compare year,1
world second large stainless steel maker say net profit month period Dec. 31 surge euro603 million us$ 781 million euro3 .33 us$ 4.31 share euro172 million euro0 .94 share previous year,1
framework partnership Nokia Siemens Networks sign initial framework purchase agreement Sitronics subsidiary JSC Mikron large manufacturer exporter microelectronic component Russia,1
Seppala revenue increase 0.2 EUR10 .1 m. Finland revenue go 2.4 EUR6 .8 m sale abroad rise 6.2 EUR3 .3 m. sale increase baltic country Russia Ukraine,1
share Standard Chartered STAN rise 1.2 FTSE 100 Royal Bank Scotland RBS share rise 2 Barclays share BARC BCS 1.7,1
share Nokia Corp. rise Thursday cell phone maker say quarter earning double share global handset market increase,1
financial report publish Friday SEB say net profit soar SEK6 .745 bn 2010 year early SEK1 .114 bn propose 50 dividend increase SEK1 .50 share,1
sale Department Store Division increase 15 sale clothing store subsidiary Seppala increase 8 sale Hobby Hall decrease 12,1
request finnish medium company Alma Media newspaper research manager Jari Kaivo oja Finland Futures Research Centre Turku School Economics draw future scenario Finland national economy model develop University Denver,0
Sweden Gallerix accumulate SEK denominate sale 1 EUR denominate sale 11,0
company support global customer develop new technology offer fast route product development application volume production,0
investment place Atria plan expand Moscow market,0
` ` new agreement continuation theagreement sign early year Lemminkainen Group Cramo acquire entire construction machine fleet ofLemminkainen Talo Oy Ita ja Pohjois Suomo sign asimilar agreement say Tatu Hauhio manage director ofCramo Finland,0
contract envisage construction ferryboat option unit confirm total value 500 mln euro $ 645.8 mln,1
June sell 30 percent stake Nordstjernan investment group take option acquire EQT remain share,0
KESKO CORPORATION STOCK EXCHANGE RELEASE 28.02.2008 09.30 1 1 Kesko Corporation Aspo plc today sign agreement Aspo acquire share capital Kauko Telko Ltd subsidiary wholly own Kesko,1
Sponda Plc Stock Exchange Release 5 December 2006 15.45 EUR 1.5 billion syndicated CREDIT FACILITY SPONDA Sponda sign agreement year syndicate credit facility total EUR 1.5 billion,1
STOCK EXCHANGE ANNOUNCEMENT 20 July 2006 1 1 basware share subscription warrant increase share capital total 119 850 share subscribe BasWare Warrant Program,0
contract cover hdo platform AC800 CXE880 optical Fttb node design increase forward return path capacity transmission network,1
new plant plan electricity generation capacity 350 megawatt MW heat generation capacity,0
"OMX Helsinki 25 index 0.92 pct 2,518.67 Helsinki CAP portfolio index 0.91 pct high 4,711.19",1
sale growth car considerably influence tire market,0
"maximum 666,104 new share subscribe exercise b option 2004 stock option plan",0
"result share issue number company share increase 391,630 share share capital total EUR 15,665.20",0
finnish real estate investor Sponda Plc say Wednesday 12 March sign agreement Danske Bank S Helsinki Branch 7 year eur150 m credit facility Ilmarinen Mutual Pension Insurance Company 7 year EUR50 m credit facility,0
route Helsinki Finland Tallinn Estonia cargo volume increase 36 cargo volume Finland Sweden fall 9,0
measure include increase synergy economy scale Grimaldi Group personnel adjustment divestment redelivery excess tonnage,0
"Rinkuskiai raise sale 18.1 percent 1.37 million liter sale Kauno Alus grow 14.3 percent 960,000 liter",1
TELECOMWORLDWIRE-7 April 2006 TJ Group Plc sell stake Morning Digital Design Oy Finnish company TJ Group Plc say Friday 7 April sign agreement sell share Morning Digital Design Oy Edita Oyj,0
TELECOMWORLDWIRE-7 April 2006 TJ Group Plc sell stake Morning Digital Design Oy Finnish company TJ Group Plc say Friday 7 April sign agreement sell share Morning Digital Design Oy Edita Oyj,1
"718,430 new Series share subject trading Helsinki Stock Exchange Main List old Series share July 3 2006",0
fuel purchase contract sign month delivery September November,0
Tiimari operate 194 store country include core finnish market generate turnover 76.5 mln eur 2005,0
agreement Biohit focus supplier pipettor disposable pipettor tip VWR customer Europe,1
combination service enable offer complex strengthened service chain limit baltic port connection get access world wide Grimaldi Network Mediterranean Africa North America ` ` say Uwe Bakosch,1
blind spot come 1 vantage point allow investigator story high resolution unbroken video,0
company expect turnover 2010 slightly increase level 2009 add ` ` market predictability poor trustworthy forecast market development contract manufacturing business current year,1
acquisition considerably increase Kemira sale market position russian metal industry coating market,1
January September 2007 Finnlines net sale rise EUR 505.4 mn EUR 473.5 mn corresponding period 2006,1
adjust change Group structure Division net sale increase 1.7,1
` ` change optimize operational efficiency grow business say Julia Prohaska director marketing communication Fiskars,1
` ` invest physical infrastructure provide know manage develop science technology park say Sunrise Valley director Andrius Bagdonas,1
4 February 2011 finnish broadband datum communication system provider Teleste Oyj HEL tlt1v see net profit jump EUR2 .1 m quarter 2010 EUR995 000 period 2009,1
Finnish Aktia Group operating profit rise EUR 17.5 mn quarter 2010 EUR 8.2 mn quarter 2009,1
Finnish Bank + land consolidated net operating profit increase EUR 4.8 mn quarter 2005 EUR 6.4 mn quarter 2006,1
finnish financial group Aktia report operate profit EUR 44.4 mn January September 2009 EUR 37.3 mn corresponding period 2008,1
finnish high technology provider Vaahto Group report net sale EUR 41.8 mn accounting period September 2007 February 2008 increase 11.2 year early,1
net sale finnish food industry company L+Ænnen Tehtaat continue operation increase 13 2008 EUR 349.1 mn EUR 309.6 mn 2007,1
individual promotion generate slightly high expect revenue,1
Biohit service current Genesis customer customer base expect expand result agreement,1
operate profit turnover month period increase respectively EUR0 .9 m EUR8 .3 m compare corresponding period 2005,1
circulation revenue increase 5 Finland 4 Sweden 2008,1
clothing chain Sepp+Æl+Æ net sale increase 7.0 EUR 30.8 mn,1
construction volume grow rate 10 15 percent annually,1
finnish swedish construction market experience estimate 4 annual growth 2008,1
Biohit estimate total net sale continue grow 2009 favourable trend net sale lead profit 2009,1
2009 Fiskars cash flow operating activity amount EUR121 m EUR97 m previous year,1
"Lithuania operating profit rise EUR 190,000 EUR 70,000 corresponding period 2005",1
"fourth quarter 2008 net sale increase 2 EUR 1,050.7 mn EUR 1,027.0 mn fourth quarter 2007",1
"international sale rise 59.8 EUR 1,244.4 mn",1
Kalmar Espana generate net sale 11.3 mln euro $ 14.8 mln 2005,0
net sale grow period   x20ac 402 million $ 585US million   x20ac 401 million 2006,1
net sale increase EUR655 m April June 2010 EUR438 m year early,1
net sale rise 25.5 year year EUR59 .6 m number charger deliver go 41 65.9 million piece,1
net sale total EUR 93.6 mn EUR 93.2 mn corresponding period 2005,1
Nokia note average selling price handset decline period mobile phone profit margin rise 22 percent 13 percent year ago quarter,1
operate profit increase 145.1 EUR 8.3 mn EUR 3.4 mn,1
operate profit margin increase 11.2 11.7,1
operate profit rise EUR 3.11 mn EUR 1.22 mn corresponding period 2009,1
operate profit rise EUR 5mn EUR 2.8 mn fourth quarter 2008,1
operate profit EUR 24.5 mn EUR 23.0 mn,1
Ramirent net sale second quarterende June 30 EURO 128.7 million U.S. $ 163 million 3.3 percent increase compare EURO 124.6 million thesecond quarter year,1
revenue grow 2 percent   x20ac 580 million $ 743 million   x20ac 569 million,1
Ruukki announce sign agreement Aker Solutions Norway supply 24 suction anchor September 2010 Kalajoki unit Finland,1
Ruukki delivery volume sell price show favourable development company comparable net sale grow 50 year year EUR647 m CEO Sakari Tamminen say,1
Sanoma Magazines net sale estimate grow 2006,1
bank forecast Finland gdp grow 2 2010 2011,1
"circuit overall production rate weekly basis excess average 40,000 tonne day volume excess 50,000 tonne day reach individual day",1
company consolidated operating profit amount EUR 15.86 mn EUR 4.14 mn year year,1
Department Store Division report increase sale 4 cent,1
fair value company investment property grow EUR 2.803 billion end March 2009 EUR 2.691 million year ago,1
quarter good quarter 2009 net sale operate margin rise 12.2,1
major brewery increase domestic beer sale 4.5 cent year 256.88 million litre 245.92 million litre 2004,1
transaction double Tecnomens workforse add fourth net sale,1
operate profit rise 26.9 EUR 105.8 83.4 million,1
` ` purchase Cramo second large rental service provider latvian market,1
` ` priority 2009 strengthen company balance sheet increase cash flow CEO Hannu Krook say,1
` ` purchase operation YIT strategy expand offering building system service geographically,1
21 October 2010 finnish fishing tackle company Rapala VMC Corp HEL RAP1V say today net profit rise EUR18 .9 m month 2010 EUR15 .1 m period year early,1
structure BIM build information modeling software Tekla model base software provider adopt construction management delivery university project Abu Dhabi,0
accord Finnish Metso Minerals value company order go EUR 1.9 bn 12 month,1
finnish Aldata Solution sign contract supply G.O.L.D. system french retail chain,1
Finnish Bank + land report operating profit rise EUR 21.3 mn second quarter 2009 EUR 6.1 mn corresponding period 2008,1
finnish financial group Aktia operating profit 2009 increase EUR 47.0 mn EUR 6.6 mn 2008,1
finnish forest machinery manufacturer Ponsse net sale grow EUR 51.3 mn quarter 2010 EUR 37.5 mn corresponding period 2009,1
finnish KCI Konecranes raise net sale growth estimate 2006 25 35,1
finnish Okmetic manufacture process silicon wafer semiconductor sensor industry norwegian solar wafer company NorSun sign contract Okmetic supply NorSun mono silicon crystal use solar cell manufacturing,1
finnish pharmaceutical company Orion net sale rise EUR 190mn quarter 2009 EUR 180mn quarter 2008,1
Finnish Ponsse sign agreement Babcock Africa distribution support ponsse forest machine harvester head information system South Africa,1
south african Sappi large foreign forest industry company operate Finland result acquisition Finnish M real Corporation Graphic Papers Business unit,1
accord Deputy MD Pekka Silvennoinen aim double turnover year,1
accord HKScan Finland plan increase J+Ærvi Suomen Portti net sale EUR 80mn EUR 100mn,1
advertising circulation revenue grow 3.4 0.4 respectively,1
takeover Cramo second large rental service provider latvian market,1
significant sale increase 18.6 Russia,1
Alma Media expect net sale increase forecast previously,1
Lemmink+Æinen profit accounting period go EUR 3.1 mn EUR -24.5 mn year ago,1
end March 2007 group order book EUR 39.6 mn 42 corresponding period 2006,1
"time profit company increase 10 H1 reach Ls 79,000",1
Aviation Systems Maintenance base Kansas generate net sale usd 2.6 million 2008,0
increase share meat sausage offer number new taste grill product shish kebabs segment Paavel say,1
operating profit net sale 12 month period increase respectively EUR10 .5 m EUR28 .8 m compare financial year 2004,1
operating profit net sale 12 month period increase respectively EUR20 .8 m EUR177 .7 m compare financial year 2004,1
operating profit net sale 12 month period increase respectively EUR21 .5 m EUR196 .1 m compare 2005,1
operating profit net sale 12 month period increase respectively EUR4 .7 m EUR26 .7 m compare 2004,1
operating profit net sale month period increase respectively 26.6 3.4 compare corresponding period 2006,1
operating profit net sale month period increase respectively EUR13 .8 m EUR143 .6 m compare corresponding period 2007,1
operating profit net sale month period increase respectively EUR0 .4 m EUR3 .2 m compare corresponding period 2005,1
operating profit net sale month period increase respectively EUR18 .1 m eur127 .6 m compare corresponding period 2006,1
operating profit net sale month period increase respectively EUR7 .5 m EUR655 .5 m compare corresponding period 2005,1
operating profit net sale month period increase respectively EUR15 .1 m EUR131 .5 m compare corresponding period 2005,1
operating profit net sale month period increase respectively EUR16 .0 m EUR139 m compare corresponding quarter 2006,1
operate profit sale month period increase respectively EUR0 .3 m EUR13 .1 m compare corresponding period 2005,1
operate profit turnover month period increase respectively EUR2 .4 m EUR43 .8 m compare corresponding period year ago,1
operate profit turnover month period increase respectively EUR17 .6 m eur1149 .9 m compare corresponding period 2007,1
operate profit turnover month period increase respectively EUR0 .1 m EUR29 .0 m compare corresponding period year ago,1
cargo volume grow 7,1
cargo volume increase approximately 5,1
comparable operating profit total EUR 854mn EUR 730mn 2004,1
Digia say consolidated net sale January June 2010 EUR67 .8 m 9.7 period 2009 EUR61 .9 m,1
diluted earning share EPS rise EUR 0.29 EUR 0.05,1
diluted earning share EPS rise EUR 0.52 versus EUR 0.09,1
diluted earning share EPS rise EUR 1.05 EUR 0.64,1
diluted earning share EPS rise EUR 3.68 EUR 0.50,1
dilute EPS rise EUR3 .68 EUR0 .50,1
EBIT margin 1.4 5.1,1
Editor note Grimaldi generate 1.7 bln euro $ 2.182 bln turnover 2005 ANSA report 29 2006,0
EPS quarter EUR0 .00 compare EUR0 .01 quarter 2008 represent Group net sale quarter EUR15 .3 m 2.8 compare EUR14 .9 m quarter 2008,1
EPS continue operation come 0.30 eur 0.17,1
equity ratio 60.9 compare 54.2 quarter 2007 net sale Frozen Foods Business total EUR 11.0 5 quarter 2006,1
EUR928 000 Q1 2010 6 2010 finnish textile clothing design company Marimekko Oyj HEL mmo1v say today net profit rise EUR928 000 quarter 2010 EUR13 000 corresponding period year early,1
finland base Elcoteq SE privately hold provider electronic manufacturing service communication company say Thursday sign long term manufacturing supply deal communication equipment company Andrew Corp.,1
finnish cutlery hand tool maker Fiskars Oyj Abp HEL FISAS say today net profit rise EUR 24.1 million usd 33.6 m quarter 2010 EUR 17.9 million year early,1
finnish department store chain Stockmann Oyj Abp net profit rise 39.8 mln euro $ 56.8 mln month 2007 37.4 mln euro $ 53.4 mln period 2006,1
finnish lifting equipment maker Konecranes Oyj say July 30 2008 net profit rise 71.2 mln euro $ 111.1 mln half 2008 57.1 mln euro $ 89.1 mln period 2007,1
finnish message solution developer Tecnomen Corporation OMX Helsinki tem1v say Thursday 11 December receive expansion order Convergent Charging solution Latin America,1
finnish metal industry solution supplier Outotec Oyj net profit rise 50.4 mln euro $ 72.5 mln month 2007 20.1 mln euro $ 28.9 mln period 2006,1
finnish metal product company Componenta Oyj net profit rise 26.1 mln euro $ 35.9 mln quarter 2007 5.3 mln euro $ 7.3 mln period 2006,1
finnish office supply computer accessory dealer Beltton Group Plc say net profit rise 1.3 mln euro $ 1.7 mln 2006 1.13 mln euro $ 1.5 mln 2005,1
finnish security privacy software solution developer Stonesoft Oyj say January 7 2008 preliminary sale StoneGate product grow 59 pct year year 3.6 mln euro $ 5.3 mln fourth quarter 2007,1
finnish silicon wafer technology company Okmetic Oyj OMX Helsinki okm1v report Thursday 7 August operate profit EUR5 .3 m period January June 2008 EUR3 .3 m corresponding period 2007,1
finnish software developer Solutions Oyj say net profit increase 3.5 mln euro $ 4.6 mln 2006 2.3 mln euro $ 3.0 mln 2005,1
quarter underlie operating profit rise 41 mln eur 33 mln year early,1
follow acquisition Relacom strengthen presence Finland serve operator office market mobile fix network construction installation maintenance service,1
month 2010 company net profit rise EUR41 m EUR30 m corresponding period 2009,1
HELSINKI AFX Retail wholesale group Kesko report net sale 659.4 mln eur February increase 10.8 pct year year,1
net sale 2010 see grow EUR598 .3 m EUR582 .3 m 2009,1
sale return growth April June 2010 CEO Pekka Eloholma say,1
Ragutis control finnish brewery report 5.4 cent rise beer sale 10.44 million litre hold 11.09 cent market share,1
Svyturys Utenos Alus control nordic group Baltic Beverages Holding BBH post 4.7 cent growth beer sale January 46.22 million litre,1
2007 Contempus generate revenue NOK 69.3 approx,0
addition Kone sign year maintenance contract escalator,1
December member Lithuanian Brewers Association sell total 20.3 million liter beer increase 1.9 percent sale 19.92 million liter December 2004,1
January September 2009 Group net interest income increase EUR 112.4 mn EUR 74.3 mn January September 2008,1
Q1 2010 Bank + land net interest income increase EUR 9.1 mn EUR 9.7 mn,1
Sweden operate profit period review total EUR 3.4 mn 30.8 corresponding period 2005,1
fourth quarter 2009 Orion net profit go 33.8 year year EUR33 m,1
second quarter 2010 group net profit rise EUR 3.1 million EUR 2.5 million April June 2009,1
second quarter 2010 group net profit rise EUR3 .1 m EUR2 .5 m April June 2009,1
quarter net sale increase 12 year year EUR 159.5 million 6 comparable currency rate growth,1
quarter net sale increase 12 year year EUR159 .5 m 6 comparable currency rate growth,1
incap estimate generate revenue 10 mln euro $ 13.2 mln indian operation 2007,0
market share widen 48.51 percent 48.31 percent year early,1
total annual revenue come 160 mln zloty $ 56.9 mln-42 .3 mln euro,0
Kesko Agro Eesti retailer wholesaler grain agricultural warehousing machinery accessory net sale 81 million euro 2007 increase tenth precede year,1
Kesko car import retailing business VV Auto see sale grow 17.1 pct,1
Kone net sale rise 14 year year month 2008,1
ADP News Feb 11 2009 finnish management software solution provider Ixonos Oyj HEL XNS1V say today net profit rise EUR 3.5 million usd 4.5 m 2008 EUR 3.1 million 2007,1
ADP News Feb 12 2009 finnish solution provider Affecto Oyj HEL afe1v say today net profit rise EUR 8.5 million usd 11 m 2008 EUR 7 million 2007,1
ADP News Feb 6 2009 finnish fishing tackle company Rapala VMC Corp HEL RAP1V say today net profit rise EUR 19.2 million usd 24.6 m 2008 EUR 17.5 million 2007,1
ADP News Nov 5 2008 finnish electronic measurement product solution maker Vaisala Oyj OMX VAIAS say today net profit rise EUR 18 million usd 23.1 m month 2008 EUR 1,1
ADP News Oct 29 2008 finnish lifting equipment maker Konecranes Oyj OMX kcr1v say today net profit rise EUR 116.6 million usd 149.1 m month 2008 EUR 73.6 million s,1
Metso expect net sale increase 10 2008 comparable exchange rate,1
"M real generate turnover EUR5 .6 bn 2006 15,500 employee",0
"Neste Oil Corp. sign long term procurement contract Honkajoki Oy Findest Protein Oy own finnish food manufacturer supply animal fat biodiesel production Neste 200,000 b cd Porvoo Finland refinery",1
net interest income increase 4.5 EUR 31.4 mn EUR 30.0 mn 2004,1
net interest income EUR 152.2 mn EUR 101.0 mn 2008,1
net interest income EUR 39.3 mn EUR 32.7 mn,1
net sale Vegetable Oil Business rise EUR 10.6 mn EUR 10.1 mn,1
Nokia Multimedia net sale total EUR 5.7 bn 45 corresponding period 2005,1
operate income rise EUR 696.4 mn EUR 600.3 mn 2009,1
operate profit Kauppalehti group rise EUR 1.5 mn EUR 1.3 mn Marketplaces EUR 1.3 mn EUR 1.0 mn quarter 2006,1
operate profit rise EUR 1.94 mn EUR 2.45 mn,1
operate profit rise 22.1 mln eur 19.9 mln,1
operate profit rise EUR 1.6 mn EUR 1.1 mn corresponding period 2006,1
operate profit rise EUR 103.4 mn EUR 23.2 corresponding period 2006,1
operate profit rise EUR 13.5 mn EUR 9.7 mn corresponding period 2006,1
operate profit rise EUR 26.7 mn EUR 14.9 mn corresponding period 2006,1
operate profit rise EUR 27.8 mn EUR 17.5 mn 2008,1
operate profit rise EUR 3.2 mn EUR 1.0 mn corresponding period 2008,1
operate profit rise EUR 4.7 mn EUR 3.6 mn,1
operate profit rise EUR 4.7 mn EUR 4.6 mn,1
operate profit rise EUR 9.2 mn EUR 6.8 mn corresponding period 2007,1
operate profit rise EUR2 .4 m EUR1 .6 m year early,1
operate profit surge EUR21 m EUR106 000,1
"operate profit total EUR 37,7 mn slightly EUR 37.2 mn corresponding period 2006",1
operate profit total EUR 5.5 mn EUR -0.7 mn,1
operate profit EUR 11.4 mn EUR 7.5 mn,1
operate profit EUR 139.7 mn 23 EUR 113.8 mn,1
order intake grow 40 year year 30 year year respectively EUR 576 million EUR 1.7 billion respective January September July September 2010 period,1
order receive grow 55 year year EUR732 m,1
Orion Pharma operating profit increase 42.5 2004,1
passenger volume rise 8.4 accounting period,1
passenger relate revenue rise 5.1 EUR 460.8 mn EUR 438.5 mn 2009,1
press release 9 October 2009 Ruukki sign contract deliver install steel structure bridge Kyronsalmi strait Savonlinna Finland,1
pretax profit rise EUR 0.6 mn EUR 0.4 mn corresponding period 2005,1
"pretax profit rise EUR 1,019 mn EUR 1,007 corresponding period 2005",1
pretax profit rise EUR 17.8 mn EUR 14.9 mn 2005,1
pre tax profit total EUR 397.4 mn EUR 164.7 mn,1
previously company guide EBIT sale growth 20 pct 10 pct respectively year,1
previously company estimate operating profit reach level 2005,1
profit period total EUR 39.4 mn EUR 33.9 mn corresponding period 2006,1
profit period EUR 5.9 mn EUR 1.3 mn,1
profit period EUR 9.8 mn EUR 6.0 mn 2004,1
revenue grow 12 percent   x20ac 3.6 billion us$ 4.5 billion,1
revenue July September grow 14 percent EURO 467 million year early company say Thursday,1
revenue time grow 14 percent 43 million euro,1
Ruukki sign contract deliver install steel structure bridge Kyronsalmi strait Savonlinna Finland,1
sale Latin America increase 42 EUR 432mn total 8.7 mn mobile device sell area represent increase 32 corresponding period 2009,1
sale clothing develop well,1
Sanoma Magazines Finland net sale grow EUR 140.1 mn EUR 131.8 mn,1
"Satama net profit quarter 2007 rise 275,000 euro $ 395,000 270,000 euro $ 388,000 period 2006",1
section Regional News demand Finnair asian traffic measure passenger kilometer 34.9 August compare year,1
Svyturys Utenos Alus control nordic group Baltic Beverages Holding BBH post 6.1 percent growth beer sale January September 101.99 million liter,1
increase estimate sale 117 million year,1
agreement expand Tekla Structures scope use bridge design,1
aim increase sale fifth 2006,1
chain post sale 298 million euro 2005 rise 19.5 percent year year,1
company expect net sale 2008 increase 5 10 2007,1
company expect net sale half 2008 reach previous year level,1
"company process build new fleet place order 10 p Max tanker 65,200 dwt",1
company operating income EBIT total EUR 0.0 mn EUR -0.3 mn year year,1
EPS outlook increase 5.6 pct 2007 7.0 pct 2008,1
"fair value investment property total EUR 2,534.9 mn EUR 2,455.1 mn 2006",1
finnish government announce Wednesday sell 32 percent stake chemical fertilizer group Kemira Oyj   x20ac 655.6 million $ 890US million send company share price 6 percent,1
firm generate sale 187 mln eur 2005,0
german company sign code share agreement Oneworld member American Airlines Inc base AMR Corp NYSE AMR,1
Helsinki base company own Salomon Atomic Suunto brand say net profit rise 15 percent month Dec. 31   x20ac 47 million $ 61us million   x20ac 40.8 million year early,1
increase capital stock register Finnish Trade Register 20 November 2006,1
operating profit Grain Trading increase EUR 2.0 mn EUR 1.4 mn 2005,1
stock rise second day Wednesday bring day rise GBX12 .0 2.0,1
stock rise day Tuesday bring day rise GBX10 .50 1.8,1
transaction line Aspo strategy expand Baltic Sea region eastern market,1
transaction increase earning share quarter EUR0 .28,1
recovery base metal price increase demand metal China,1
new representation extend Comptel global presence total 18 country serve 250 customer 80 country worldwide,1
TietoEnator use Nokia Intellisync Mobile Suite wireless email calendar device management capability company extend service customer,1
total operating revenue grow 27.6 year year EUR61 m,1
Vacon cash flow operation grow EUR 37.1 mn EUR 21.9 mn year ago,1
vacon supply drive Ruselprom power range 200 kw 2 mw,0
strengthen exist partnership Cybercom say Teleste CTO Esko Myllyla,1
Satlan acquisition teleste plan expand market presence video service partner cable operator broadcaster IPTV service provider,1
acquisition company expand offering North Central South America say,1
extension new contract engine plant produce 100 mw say,1
YIT say acquisition strategy expansion central eastern european market,1
` ` BasWare product sale grow strongly financial period 24 percent,1
` ` second quarter 2010 firstquarter growth net sale quarter of2008 say Magnus Rosen Ramirent CEO,1
` ` transaction strengthen position design brand good say Fiskars president CEO Heikki Allonen point group relatively overlap operation,1
1 February 2011 finnish textile clothing company Marimekko Oyj HEL mmo1v say today preliminary operating profit grow EUR8 .2 m 2010 EUR6 .3 m 2009,1
Finnish Componenta publish new long term strategy period 2011 2015 aim grow customer,0
finnish Larox sign contract Talvivaara Project delivery filter Talvivaara nickel Sotkamo Finland,1
Affecto expect net sale 2010 increase 2009 level reach EUR 103 million,1
cash flow operation rise EUR 52.7 mn EUR 15.6 mn 2007,1
Commission income rise 25.7 EUR 16.1 mn EUR 12.8 mn 2004,1
Componenta objective agreement increase business exist production line,1
earning share January June 2010 EUR0 .30 increase 20 year year EUR0 .25,1
earning share EPS rise EUR 0.11 EUR 0.03,1
Elisa say mobile subscription grow 7 percent 2007 mainly customer adopt call generation mobile technology,1
EPS quarter come 0.36 eur 0.33 eur year ago ahead forecast 0.33 eur,1
EPS grow 0.04 eur 0.02 eur,1
export grow 16.5 percent 19.1 million liter,1
